Email Text;Email Type
Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.;Phishing Email
Only saturday and sunday holiday so its very difficult:);Safe Email
Everybody had fun this evening. Miss you.;Safe Email
Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?;Safe Email
I'm in a meeting, call me later at;Safe Email
Oh wow thats gay. Will firmware update help;Safe Email
These won't do. Have to move on to morphine;Safe Email
How come i din c ü... Yup i cut my hair...;Safe Email
K k pa Had your lunch aha.;Safe Email
Oh ho. Is this the first time u use these type of words;Safe Email
Captain vijaykanth is doing comedy in captain tv..he is drunken :);Safe Email
Of course. I guess god's just got me on hold right now.;Safe Email
Do you hide anythiing or keeping distance from me;Safe Email
Havent.;Safe Email
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3;Phishing Email
Sorry i din lock my keypad.;Safe Email
Did u got that persons story;Safe Email
Are you planning to come chennai?;Safe Email
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705;Phishing Email
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!;Safe Email
We are okay. Going to sleep now. Later;Safe Email
Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.;Safe Email
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """;Safe Email
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611;Phishing Email
Where r e meeting tmr?;Safe Email
Lol yes. But it will add some spice to your day.;Safe Email
Hope you are having a great day.;Safe Email
Our Prasanth ettans mother passed away last night. Just pray for her and family.;Safe Email
K, I'll work something out;Safe Email
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04;Phishing Email
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age;Safe Email
I cant pick the phone right now. Pls send a message;Safe Email
You call him and tell now infront of them. Call him now.;Safe Email
Ok no prob...;Safe Email
Ladies first and genus second k .;Safe Email
No. Yes please. Been swimming?;Safe Email
Mum not going robinson already.;Safe Email
Ok set let u noe e details later...;Safe Email
Not..tel software name..;Safe Email
I send the print  outs da.;Safe Email
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO;Safe Email
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!";Safe Email
I didnt get ur full msg..sometext is missing, send it again;Safe Email
Probably not, I'm almost out of gas and I get some cash tomorrow;Safe Email
Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114;Phishing Email
I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?;Safe Email
I'm leaving my house now.;Safe Email
Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text;Phishing Email
Ü ready then call me...;Safe Email
Wewa is 130. Iriver 255. All 128 mb.;Safe Email
It is a good thing I'm now getting the connection to bw;Safe Email
Sry da..jst nw only i came to home..;Safe Email
That's cool he'll be here all night, lemme know when you're around;Safe Email
Are you staying in town ?;Safe Email
Haha yeah, 2 oz is kind of a shitload;Safe Email
Ok u can take me shopping when u get paid =D;Safe Email
My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..;Safe Email
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins";Safe Email
But pls dont play in others life.;Safe Email
Eatin my lunch...;Safe Email
Hmmm.but you should give it on one day..;Safe Email
Didn't try, g and I decided not to head out;Safe Email
Ok no prob;Safe Email
Surly ill give it to you:-) while coming to review.;Safe Email
By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies;Safe Email
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas;Safe Email
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.;Safe Email
URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU;Phishing Email
A guy who gets used but is too dumb to realize it.;Safe Email
Okey dokey, i‘ll be over in a bit just sorting some stuff out.;Safe Email
Don no da:)whats you plan?;Safe Email
Yes fine;Safe Email
WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk;Phishing Email
I liked the new mobile;Safe Email
Anytime...;Safe Email
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...;Safe Email
Yar but they say got some error.;Safe Email
Hey anyway i have to :-);Safe Email
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.;Safe Email
Wif my family booking tour package.;Safe Email
Did you say bold, then torch later. Or one torch and 2bold?;Safe Email
Haha awesome, I might need to take you up on that, what you doin tonight?;Safe Email
"Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)";Safe Email
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...;Safe Email
Thats cool princess! I will cover your face in hot sticky cum :);Safe Email
Big brother‘s really scraped the barrel with this shower of social misfits;Safe Email
Oops i thk i dun haf enuff... I go check then tell ü..;Safe Email
S:)8 min to go for lunch:);Safe Email
Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.;Safe Email
"K will do, addie &amp; I are doing some art so I'll be here when you get home";Safe Email
My uncles in Atlanta. Wish you guys a great semester.;Safe Email
Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...;Safe Email
Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..;Safe Email
Yup. Anything lor, if u dun wan it's ok...;Safe Email
I'm home, my love ... If your still awake ... *loving kiss*;Safe Email
HELLO PEACH! MY CAKE TASTS LUSH!;Safe Email
FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply;Phishing Email
There'll be a minor shindig at my place later tonight, you interested?;Safe Email
Jason says it's cool if we pick some up from his place in like an hour;Safe Email
Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call;Phishing Email
"I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;";Safe Email
I've reached already.;Safe Email
I dont know ask to my brother. Nothing problem some thing that. Just i told .;Safe Email
K:)eng rocking in ashes:);Safe Email
Wat time r ü going to xin's hostel?;Safe Email
"Good Morning my Dear Shijutta........... Have a great &amp; successful day.";Safe Email
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase;Phishing Email
Oh k:)after that placement there ah?;Safe Email
Not for possession, especially not first offense;Safe Email
Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?;Safe Email
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?;Safe Email
We have pizza if u want;Safe Email
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""";Safe Email
Many more happy returns of the day. I wish you happy birthday.;Safe Email
Ya very nice. . .be ready on thursday;Safe Email
I am in hospital da. . I will return home in evening;Safe Email
"Thinking of u ;) x";Safe Email
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.;Phishing Email
Orh i tot u say she now still dun believe.;Safe Email
When you just put in the + sign, choose my number and the pin will show. Right?;Safe Email
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8;Safe Email
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx;Safe Email
If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to;Safe Email
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n;Phishing Email
Well boy am I glad G wasted all night at applebees for nothing;Safe Email
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..;Phishing Email
Ok lor... Or u wan me go look 4 u?;Safe Email
U wan 2 haf lunch i'm in da canteen now.;Safe Email
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..;Safe Email
hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around;Safe Email
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm;Phishing Email
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082;Phishing Email
I'm home. Doc gave me pain meds says everything is fine.;Safe Email
It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900);Safe Email
Me too! Have a lovely night xxx;Safe Email
Prepare to be pleasured :);Safe Email
Hi.:)technical support.providing assistance to us customer through call and email:);Safe Email
if you text on your way to cup stop that should work. And that should be BUS;Safe Email
Whens your radio show?;Safe Email
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412;Phishing Email
I'm not sure if its still available though;Safe Email
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..;Safe Email
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx;Safe Email
Hi..i got the money da:);Safe Email
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com";Safe Email
